BUILDING ADDRESS,BUILDING ID,CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),COMPLIANCE STATUS,% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,ENERGY STAR SCORE,ENERGY STAR CERTIFICATION - ELIGIBILITY,ENERGY STAR CERTIFICATION - LAST APPROVAL DATE,ENERGY STAR CERTIFICATION - YEAR(S) CERTIFIED,ENTITY RESPONSIBLE FOR BENCHMARK,GROSS BUILDING FLOOR AREA (ft²),INDOOR WATER USE (kgal),INDOOR WATER USE INTENSITY (gal/ft²),NUMBER OF BUILDINGS,OCCUPANCY,OUTDOOR WATER USE (kgal),POSTAL CODE,PROGRAM YEAR,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),WEATHER NORMALIZED SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (EUI) (kBtu/ft²),YEAR BUILT,AIN,LADBS Building Category
3747 CLARINGTON AVE,439906831155,25.1,COMPLIED,-78.8,-78.8,100.0,Yes,Not Available,Not Available,Miller & Desatnik Management Co,27380.0,Not Available,Not Available,1.0,100.0,Not Available,90034,2018,Multifamily Housing,16.8,20.3,1402.9,17.8,21.4,1958,011,"20,000 to 49,999 sqft"
6721 ROMAINE ST,459597855056,196.6,COMPLIED,30.6,30.6,28.0,No,Not Available,Not Available,Drissi Advertising Inc.,31455.0,Not Available,Not Available,1.0,100.0,Not Available,90038,2018,Office,89.1,246.8,235.7,88.6,245.0,1987,035,"20,000 to 49,999 sqft"
501 S ANDERSON ST,493433837284,631.2,COMPLIED,-8.4,-8.4,55.0,No,Not Available,Not Available,Ace Beverage,161000.0,Not Available,Not Available,1.0,100.0,Not Available,90033,2017,Refrigerated Warehouse,51.7,162.3,1416.9,50.0,157.1,1981,012,"50,000 to 99,999 sqft"
10538 EASTBORNE AVE,431807842844,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,JDB Properties,26120.0,Not Available,Not Available,1.0,100.0,Not Available,90024,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1967,037,"20,000 to 49,999 sqft"
6400 S CRESCENT PARK,112217100637,,NOT COMPLIED,,,,,,,,,,,,,,90094,2017,,,,,,,,BRK,"100,000+ sqft"
420 S LA FAYETTE PARK PL,476481846019,265.0,COMPLIED,71.5,71.5,2.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",80898.0,Not Available,Not Available,1.0,100.0,Not Available,90057,2018,Multifamily Housing,46.5,130.2,1452.4,Not Available,Not Available,1970,006,"50,000 to 99,999 sqft"
6801 PARK TER,442361814214,895.4,COMPLIED,66.4,66.4,8.0,No,Not Available,Not Available,Healthcare Realty,90607.0,Not Available,Not Available,1.0,100.0,Not Available,90045,2018,Medical Office,151.1,346.4,7557.0,153.2,346.3,1997,082,"100,000+ sqft"
5200 S BROADWAY,477449820772,,NOT COMPLIED,,,,,,,,,,,,,,90037,2018,,,,,,,,032,"20,000 to 49,999 sqft"
3320 W 36TH ST,461031830711,33.9,COMPLIED,-23.6,-23.6,Not Available,No,Not Available,Not Available,ece_cola_gsd,8538.0,Not Available,Not Available,1.0,100.0,Not Available,90018,2016,Other - Public Services,70.7,94.1,46.2,86.6,111.6,1990,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
1017 ELKGROVE AVE,422334823060,,NOT COMPLIED,,,,,,,,,,,,,,90291,2018,,,,,,,,039,"20,000 to 49,999 sqft"
6220 W 3RD ST,453648848094,364.9,COMPLIED,-67.8,-67.8,100.0,No,Not Available,Not Available,"Conservice, LLC",134530.0,Not Available,Not Available,1.0,100.0,Not Available,90036,2018,Multifamily Housing,45.1,79.5,4212.1,45.2,79.6,2002,018,"100,000+ sqft"
6615 DE SOTO AVE,383536892205,,NOT COMPLIED,,,,,,,,,,,,,,91303,2018,,,,,,,,034,"20,000 to 49,999 sqft"
7000 W MANCHESTER AVE,436156807725,109.3,COMPLIED,374.4,374.4,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",8755.0,Not Available,Not Available,1.0,100.0,Not Available,90045,2017,Other - Recreation,179.5,459.3,22151.3,186.2,466.3,2000,927,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
14850 ROSCOE BLVD,423585902741,Not Available,NOT COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Deanco Healthcare Realty LLC,147304.0,Not Available,Not Available,3.0,100.0,Not Available,91402,2016,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,Not Available,1964,075,"100,000+ sqft"
285 W 6TH ST,112217100652,,NOT COMPLIED,,,,,,,,,,,,,,90731,2017,,,,,,,,BRK,"100,000+ sqft"
5640 FARMDALE AVE,446555885619,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"MBIA, INC.",32150.0,Not Available,Not Available,1.0,95.0,Not Available,91601,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1990,032,"20,000 to 49,999 sqft"
571 S ANDERSON ST,493647836818,,NOT COMPLIED,,,,,,,,,,,,,,90033,2018,,,,,,,,002,"20,000 to 49,999 sqft"
1318 N ORANGE DR,458336857085,,NOT COMPLIED,,,,,,,,,,,,,,90028,2018,,,,,,,,103,"20,000 to 49,999 sqft"
12148 HART ST,441281894457,66.7,COMPLIED,-20.3,-20.3,85.0,No,Not Available,Not Available,Reyes Properties II LLC,20060.0,Not Available,Not Available,1.0,100.0,Not Available,91605,2018,Multifamily Housing,55.7,95.5,1704.8,55.7,95.5,2012,041,"20,000 to 49,999 sqft"
10825 NETTLETON ST,450765904620,136.0,COMPLIED,-2.9,-2.9,54.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",52373.0,Not Available,Not Available,1.0,100.0,Not Available,91352,2018,Multifamily Housing,42.8,77.7,1763.2,43.3,78.2,1985,126,"50,000 to 99,999 sqft"
14766 RAYMER ST,424102899917,,NOT COMPLIED,,,,,,,,,,,,,,91405,2018,,,,,,,,013,"20,000 to 49,999 sqft"
136 S VIRGIL AVE,475101848963,312.2,COMPLIED,17.2,17.2,25.0,No,Not Available,Not Available,MWest Residential,105633.0,Not Available,Not Available,1.0,100.0,Not Available,90004,2016,Multifamily Housing,43.7,104.2,4420.7,Not Available,Not Available,1971,045,"100,000+ sqft"
3675 WILSHIRE BLVD,469011845115,434.9,COMPLIED,-15.3,-15.3,Not Available,No,Not Available,Not Available,Greystar Investment Group,144530.0,Not Available,Not Available,1.0,100.0,Not Available,90005,2016,Multifamily Housing,45.0,104.2,6592.6,45.4,104.7,2008,021,"100,000+ sqft"
219 WITMER ST,482342844609,329.3,COMPLIED,-30.6,-30.6,91.0,No,Not Available,Not Available,Unknown,120230.0,Not Available,Not Available,1.0,100.0,Not Available,90026,2018,Multifamily Housing,46.5,75.8,6382.8,46.5,75.7,1923,003,"50,000 to 99,999 sqft"
1301 S BOYLE AVE,494655831927,209.6,COMPLIED,-29.4,-29.4,90.0,No,Not Available,Not Available,Retirement Housing Foundation,86936.0,Not Available,Not Available,1.0,100.0,Not Available,90023,2018,Multifamily Housing,39.7,72.1,4584.8,39.7,72.1,2003,032,"50,000 to 99,999 sqft"
7636 FULTON AVE,434044898677,,NOT COMPLIED,,,,,,,,,,,,,,91605,2018,,,,,,,,050,"50,000 to 99,999 sqft"
1515 N VERMONT AVE,473240858384,1177.2,COMPLIED,37.3,37.3,16.0,No,Not Available,Not Available,Kaiser Foundation Hospitals,138419.0,4307.0,31.12,1.0,100.0,Not Available,90027,2018,Medical Office,127.5,308.8,4307.0,127.9,308.9,1961,022,"100,000+ sqft"
12914 VENTURA BLVD,436274875405,346.6,COMPLIED,57.0,57.0,16.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",52653.0,Not Available,Not Available,1.0,100.0,Not Available,91604,2017,Retail Store,86.8,272.6,2736.4,86.8,272.6,1989,024,"50,000 to 99,999 sqft"
3995 S HARVARD BLVD,468636826602,,NOT COMPLIED,,,,,,,,,,,,,,90062,2018,,,,,,,,030,"20,000 to 49,999 sqft"
142 W SANTA CRUZ ST,112217100392,,NOT COMPLIED,,,,,,,,,,,,,,90731,2017,,,,,,,,020,"50,000 to 99,999 sqft"
9340 MASON AVE,386585910466,,NOT COMPLIED,,,,,,,,,,,,,,91311,2018,,,,,,,,056,"20,000 to 49,999 sqft"
1020 S SHERBOURNE DR,446827843944,,NOT COMPLIED,,,,,,,,,,,,,,90035,2018,,,,,,,,030,"20,000 to 49,999 sqft"
548 S SPRING ST,485795839260,,NOT COMPLIED,,,,,,,,,,,,,,90013,2018,,,,,,,,017,"100,000+ sqft"
645 E 23RD ST,482823831565,,NOT COMPLIED,,,,,,,,,,,,,,90011,2018,,,,,,,,025,"20,000 to 49,999 sqft"
5901 DE SOTO AVE,382941887694,43.3,COMPLIED,-6.3,-6.3,Not Available,No,Not Available,Not Available,"5901 Associates, LLC",30377.0,Not Available,Not Available,1.0,100.0,Not Available,91367,2018,Worship Facility,20.7,54.8,842.9,19.9,52.0,1976,028,"20,000 to 49,999 sqft"
500 S LAKE ST,478323844634,202.9,COMPLIED,-10.5,-10.5,66.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",98484.0,Not Available,Not Available,1.0,100.0,Not Available,90057,2018,Multifamily Housing,33.5,63.6,496.0,33.6,63.7,1989,032,"50,000 to 99,999 sqft"
4073 GLENCOE AVE,427180819079,271.9,COMPLIED,-15.3,-15.3,79.0,No,Not Available,Not Available,equity residential,102932.0,Not Available,Not Available,2.0,95.0,Not Available,90292,2018,Multifamily Housing,44.1,76.5,4057.4,45.5,78.1,2003,038,"100,000+ sqft"
11247 LA MAIDA ST,447891880342,5.2,COMPLIED,-94.2,-94.2,100.0,No,Not Available,Not Available,LaMaida LLC,23890.0,Not Available,Not Available,1.0,100.0,Not Available,91601,2018,Multifamily Housing,4.0,4.8,948.5,4.0,4.8,1987,029,"20,000 to 49,999 sqft"
5717 HAROLD WAY,466564858762,,NOT COMPLIED,,,,,,,,,,,,,,90028,2018,,,,,,,,038,"20,000 to 49,999 sqft"
8715 BURTON WAY,445862849006,15.9,COMPLIED,-80.9,-80.9,100.0,No,Not Available,Not Available,A-ju Property Management Co.,41428.0,Not Available,Not Available,1.0,95.0,Not Available,90048,2018,Multifamily Housing,5.4,15.2,1476.2,5.4,15.2,1987,064,"20,000 to 49,999 sqft"
8373 TOPANGA CANYON BLVD,378320903667,,NOT COMPLIED,,,,,,,,,,,,,,91304,2018,,,,,,,,043,"20,000 to 49,999 sqft"
734 YALE ST,488629844895,206.5,COMPLIED,-18.6,-18.6,78.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",87617.0,Not Available,Not Available,1.0,100.0,Not Available,90012,2016,Multifamily Housing,39.4,65.8,9149.3,39.4,65.8,2007,028,"100,000+ sqft"
8730 ORION AVE,419171906097,92.6,COMPLIED,-11.7,-11.7,68.0,No,Not Available,Not Available,Unknown,32787.0,Not Available,Not Available,1.0,100.0,Not Available,91343,2018,Multifamily Housing,47.7,79.2,2759.6,49.3,80.7,1964,034,"20,000 to 49,999 sqft"
10345 W OLYMPIC BLVD,434902841543,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,North American Realty,50000.0,Not Available,Not Available,1.0,75.0,Not Available,90064,2018,Office,Not Available,Not Available,Not Available,Not Available,Not Available,2019,052,"20,000 to 49,999 sqft"
6600 SEPULVEDA BLVD,420779892079,238.1,COMPLIED,-47.3,-47.3,Not Available,No,Not Available,Not Available,Berkley Valley Convalescent Hospital,28033.0,Not Available,Not Available,1.0,80.0,Not Available,91411,2018,Other - Specialty Hospital,145.8,228.8,3313.0,147.0,225.9,1969,005,"20,000 to 49,999 sqft"
9036 GLENOAKS BLVD,449852907570,7.9,COMPLIED,-89.4,-89.4,Not Available,No,Not Available,Not Available,Public Storage,52750.0,73.0,1.38,1.0,100.0,Not Available,91352,2018,Self-Storage Facility,2.3,5.1,73.0,2.3,5.0,1978,025,"50,000 to 99,999 sqft"
1800 CENTURY PARK EAST,435989845435,1078.7,COMPLIED,-33.9,-33.9,84.0,No,10/20/2017,"2017, 2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003","Environmental SAVE, LLC",255528.0,2373.0,9.29,1.0,90.0,Not Available,90067,2016,Office,59.0,162.0,2373.0,59.8,160.8,1971,903,"100,000+ sqft"
14800 S FIGUEROA ST,475953785511,820.9,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Designed Metal Connections Inc,134963.0,Not Available,Not Available,4.0,100.0,Not Available,90248,2018,Manufacturing/Industrial Plant,93.3,211.8,8606.6,93.4,211.9,1955,046,"50,000 to 99,999 sqft"
4607 WILLIS AVE,423886878945,,NOT COMPLIED,,,,,,,,,,,,,,91403,2018,,,,,,,,039,"20,000 to 49,999 sqft"
5901 VENICE BLVD,449471837219,,NOT COMPLIED,,,,,,,,,,,,,,90034,2018,,,,,,,,037,"20,000 to 49,999 sqft"
426 S NORTON AVE,465810846750,,NOT COMPLIED,,,,,,,,,,,,,,90020,2016,,,,,,,,025,"100,000+ sqft"
3663 W WILSHIRE BLVD,469299845138,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Wilshire Boulevard Temple,94500.0,774.2,9.68,3.0,100.0,548.3,90010,2017,Worship Facility,Not Available,Not Available,1567.9,Not Available,Not Available,1929,017,"100,000+ sqft"
7990 SAN FERNANDO RD,452042901096,92.2,COMPLIED,-42.2,-42.2,Not Available,No,Not Available,Not Available,Alpha Properties LLC,120000.0,Not Available,Not Available,1.0,100.0,Not Available,91352,2017,Non-Refrigerated Warehouse,10.9,30.6,1645.1,10.9,30.6,1974,020,"100,000+ sqft"
16425 W VANOWEN ST,413196893514,76.4,COMPLIED,171.1,171.1,Not Available,No,Not Available,Not Available,LABBC,10000.0,Not Available,Not Available,1.0,50.0,Not Available,91406,2018,Other,122.7,242.1,408.8,128.9,248.6,1970,901,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
1416 N DETROIT ST,457254857796,134.4,COMPLIED,46.6,46.6,6.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",36902.0,Not Available,Not Available,1.0,100.0,Not Available,90046,2018,Multifamily Housing,58.1,117.3,2516.4,Not Available,Not Available,1989,041,"20,000 to 49,999 sqft"
5001 W RODEO RD,455108830725,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",10368.0,Not Available,Not Available,1.0,100.0,Not Available,90016,2016,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,1980,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
815 COLORADO BLVD,506035873698,,NOT COMPLIED,,,,,,,,,,,,,,90041,2018,,,,,,,,013,"100,000+ sqft"
16055 VENTURA BLVD,415496879786,857.4,COMPLIED,-53.0,-53.0,94.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",276149.0,Not Available,Not Available,1.0,100.0,Not Available,91436,2017,Office,45.1,112.7,3278.0,46.0,113.6,1963,023,"100,000+ sqft"
14558 KESWICK ST,425463899040,,NOT COMPLIED,,,,,,,,,,,,,,91405,2018,,,,,,,,028,"20,000 to 49,999 sqft"
9628 VAN NUYS BLVD,T00000000410,89.7,COMPLIED,-59.0,-59.0,100.0,No,Not Available,Not Available,WSH Management,56396.0,Not Available,Not Available,1.0,100.0,Not Available,91402,2017,Multifamily Housing,25.6,48.0,2939.7,26.3,48.7,2009,255,"50,000 to 99,999 sqft"
800 N WESTERN BLVD,468334731970,,NOT COMPLIED,,,,,,,,,,,,,,90732,2018,,,,,,,,015,"20,000 to 49,999 sqft"
1531 N FULLER AVE,455964858587,81.3,COMPLIED,28.8,28.8,15.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",20854.0,Not Available,Not Available,1.0,100.0,Not Available,90046,2018,Multifamily Housing,67.4,103.0,1720.5,68.2,103.9,1959,014,"20,000 to 49,999 sqft"
6456 WOODMAN AVE,431370891019,,NOT COMPLIED,,,,,,,,,,,,,,91401,2017,,,,,,,,027,"50,000 to 99,999 sqft"
276 W CENTURY WAY,439065802280,16749.2,COMPLIED,3244.3,3244.3,Not Available,No,Not Available,Not Available,Los Angeles World Airports,92090.0,Not Available,Not Available,1.0,50.0,Not Available,90045,2016,Energy/Power Station,3288.1,4117.5,914.9,Not Available,Not Available,2011,902,"20,000 to 49,999 sqft (CITY OWNED BUILDINGS)"
21721 SEPTO ST,379593914399,306.1,COMPLIED,14.5,14.5,29.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",83094.0,Not Available,Not Available,1.0,100.0,Not Available,91311,2018,Multifamily Housing,58.7,118.9,5264.8,Not Available,Not Available,1971,034,"50,000 to 99,999 sqft"
13259 RALSTON AVE,418871936058,12.9,COMPLIED,-95.6,-95.6,100.0,No,Not Available,Not Available,Three Hands Corp,127700.0,Not Available,Not Available,1.0,100.0,Not Available,91342,2016,Distribution Center,1.2,3.7,823.3,1.2,3.7,1974,028,"100,000+ sqft"
8110 AIRPORT BLVD,444972809975,,NOT COMPLIED,,,,,,,,,,,,,,90045,2018,,,,,,,,021,"20,000 to 49,999 sqft"
5555 S WESTERN AVE,467906819411,6.9,COMPLIED,-76.2,-76.2,Not Available,No,Not Available,Not Available,Extra Space Storage,24000.0,29.0,1.21,1.0,100.0,Not Available,90062,2018,Self-Storage Facility,4.1,11.4,29.0,4.1,11.4,2009,032,"20,000 to 49,999 sqft"
1015 N MANSFIELD AVE,458377855086,205.2,COMPLIED,284.6,284.6,1.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",44100.0,Not Available,Not Available,1.0,100.0,Not Available,90038,2018,Non-Refrigerated Warehouse,72.4,157.4,791.7,Not Available,Not Available,1966,009,"20,000 to 49,999 sqft"
9830 SAN FERNANDO RD,439850913459,,NOT COMPLIED,,,,,,,,,,,,,,91331,2018,,,,,,,,042,"50,000 to 99,999 sqft"
14130 RIVERSIDE DR,428262879525,616.9,COMPLIED,74.5,74.5,12.0,No,Not Available,Not Available,IMT Residential,89649.0,Not Available,Not Available,1.0,100.0,Not Available,91423,2018,Other,102.4,253.3,0.0,106.8,258.1,1970,009,"100,000+ sqft"
6345 VARIEL AVE,381980890380,456.2,COMPLIED,-51.9,-51.9,91.0,No,Not Available,Not Available,Home Depot,131732.0,3553.8,26.98,1.0,100.0,Not Available,91367,2017,Retail Store,49.4,129.1,3553.8,53.6,132.4,1998,032,"100,000+ sqft"
19321 HARBORGATE WAY,469270769627,,NOT COMPLIED,,,,,,,,,,,,,,90501,2017,,,,,,,,041,"100,000+ sqft"
1627 N VINE ST,112217100586,,NOT COMPLIED,,,,,,,,,,,,,,90028,2018,,,,,,,,904,"100,000+ sqft"
6430 W SUNSET BLVD,461780858099,1405.6,COMPLIED,-25.9,-25.9,74.0,No,07/25/2018,"2018, 2017, 2015, 2014, 2013",CodeGreen Solutions Inc.,216163.0,Not Available,Not Available,1.0,90.0,Not Available,90028,2018,Office,94.6,248.5,3070.8,94.9,248.6,1968,047,"100,000+ sqft"
5662 FAIR AVE,448458885833,,NOT COMPLIED,,,,,,,,,,,,,,91601,2018,,,,,,,,012,"20,000 to 49,999 sqft"
711 E 59TH ST,482039817961,,NOT COMPLIED,,,,,,,,,,,,,,90001,2018,,,,,,,,023,"20,000 to 49,999 sqft"
323 S CATALINA ST,472130847315,264.4,COMPLIED,-31.2,-31.2,94.0,No,Not Available,Not Available,AUM,129344.0,Not Available,Not Available,1.0,95.0,Not Available,90020,2018,Multifamily Housing,33.0,64.0,6991.3,33.0,64.0,1987,054,"100,000+ sqft"
19454 VENTURA BLVD,393129885420,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Investors Management Co.,30934.0,Not Available,Not Available,3.0,20.0,Not Available,91356,2018,Hotel,Not Available,Not Available,687.5,Not Available,Not Available,1960,032,"20,000 to 49,999 sqft"
8817 TOBIAS AVE,425081906566,,NOT COMPLIED,,,,,,,,,,,,,,91402,2018,,,,,,,,034,"20,000 to 49,999 sqft"
1130 W C ST,477856739302,,NOT COMPLIED,,,,,,,,,,,,,,90744,2018,,,,,,,,038,"20,000 to 49,999 sqft"
610 S CORONADO ST,476716844892,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,CORONADO SIXTH LLC,24900.0,Not Available,Not Available,1.0,100.0,Not Available,90057,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1927,014,"20,000 to 49,999 sqft"
1900 W SUNSET BLVD,482588850749,515.0,COMPLIED,4.7,4.7,46.0,No,Not Available,Not Available,RiverRock Real Estate Group,97001.0,Not Available,Not Available,1.0,90.0,Not Available,90026,2018,Office,81.4,185.1,2825.4,81.5,184.9,1965,040,"50,000 to 99,999 sqft"
4900 VALLEY BLVD,507840847044,,NOT COMPLIED,,,,,,,,,,,,,,90032,2018,,,,,,,,005,"20,000 to 49,999 sqft"
6081 CENTER DR,442638814837,72596.1,COMPLIED,17940.2,17940.2,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",135309.0,751.8,5.56,1.0,100.0,Not Available,90045,2016,Other,7075.3,22211.3,751.8,6868.1,21560.7,2001,035,"100,000+ sqft"
701 S BROADWAY,484773838886,171.3,COMPLIED,-93.2,-93.2,Not Available,No,Not Available,Not Available,"Golden Hills Properties, LLC",174000.0,Not Available,Not Available,1.0,80.0,Not Available,90014,2016,Mixed Use Property,14.0,39.1,4030.5,13.9,39.0,1924,038,"100,000+ sqft"
1751 BAY ST,T00000000493,442.7,COMPLIED,272.0,272.0,1.0,No,Not Available,Not Available,R&M Alvarez Partnership LP,32470.0,Not Available,Not Available,1.0,100.0,Not Available,90021,2018,Refrigerated Warehouse,193.6,542.0,55.4,193.6,542.0,1999,BRK,"20,000 to 49,999 sqft"
1230 MENLO AVE,473724840027,155.7,COMPLIED,-16.5,-16.5,75.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",72201.0,Not Available,Not Available,3.0,100.0,Not Available,90006,2017,Multifamily Housing,33.2,71.0,4037.2,33.4,71.3,2013,031,"50,000 to 99,999 sqft"
952 MAGNOLIA AVE,475068842185,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Magnolia Professional Associates, Ltd.",25050.0,Not Available,Not Available,1.0,100.0,Not Available,90006,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1972,027,"20,000 to 49,999 sqft"
3221 S HILL ST,478431830072,,NOT COMPLIED,,,,,,,,,,,,,,90007,2018,,,,,,,,005,"20,000 to 49,999 sqft"
420 S LA BREA AVE,457592846796,5.6,COMPLIED,-96.9,-96.9,Not Available,No,Not Available,Not Available,Fortuna Asset Management,59000.0,0.0,0.0,1.0,100.0,Not Available,90036,2018,Automobile Dealership,1.4,3.8,0.0,Not Available,Not Available,1990,025,"50,000 to 99,999 sqft"
8701 S ST ANDREWS PL,467160807685,109.6,COMPLIED,316.6,316.6,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",10328.0,Not Available,Not Available,1.0,100.0,Not Available,90047,2017,Other - Recreation,149.3,403.3,849.8,151.9,406.0,1990,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
200 MESNAGERS ST,492254847195,,NOT COMPLIED,,,,,,,,,,,,,,90012,2018,,,,,,,,040,"20,000 to 49,999 sqft"
848 S OXFORD AVE,468490842994,5.0,COMPLIED,-93.0,-93.0,100.0,No,Not Available,Not Available,Crescent Canyon Management,39612.0,675.9,17.06,1.0,95.0,Not Available,90005,2018,Multifamily Housing,1.8,5.0,675.9,1.8,5.0,1929,003,"20,000 to 49,999 sqft"
19735 DEARBORN ST,391327909398,74.4,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,RiverRock Real Estate Group,24350.0,Not Available,Not Available,1.0,100.0,Not Available,91311,2018,Manufacturing/Industrial Plant,43.4,121.5,461.0,42.1,118.0,1981,056,"20,000 to 49,999 sqft"
18955 VENTURA BLVD,396298885756,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Topeka Plaza LLC,19800.0,Not Available,Not Available,1.0,75.0,Not Available,91356,2018,Strip Mall,Not Available,Not Available,Not Available,Not Available,Not Available,1984,019,"20,000 to 49,999 sqft"
8056 LANGDON AVE,420154901929,41.6,COMPLIED,-69.4,-69.4,100.0,No,Not Available,Not Available,PRIME ASSOCIATES LLC,28276.0,Not Available,Not Available,1.0,100.0,Not Available,91406,2018,Multifamily Housing,27.2,31.5,2088.9,28.1,32.5,1972,023,"20,000 to 49,999 sqft"
6684 SELMA AVE,459913858726,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,The First Baptist Church of Hollywood,70000.0,Not Available,Not Available,1.0,100.0,Not Available,90028,2018,Worship Facility,Not Available,Not Available,Not Available,Not Available,Not Available,1936,034,"20,000 to 49,999 sqft"
13400 MAXELLA AVE,427926817599,87.6,COMPLIED,-92.7,-92.7,Not Available,No,Not Available,Not Available,DWS,209357.0,Not Available,Not Available,1.0,100.0,Not Available,90292,2018,Strip Mall,5.9,16.6,9140.6,5.9,16.6,1973,021,"20,000 to 49,999 sqft"
